"Tabela 202 - População residente, por sexo e situação do domicílio"
"Variável - População residente - percentual do total geral"
"Cód.","Município","Situação do domicílio","Ano x Sexo"
"Cód.","Município","Situação do domicílio","2000","2010"
"Cód.","Município","Situação do domicílio","Total","Total"
"2604908","Cumaru (PE)","Urbana","24.73","46.78"
"2605004","Cupira (PE)","Urbana","80.80","88.87"
"2605103","Custódia (PE)","Urbana","55.54","64.14"
"2605152","Dormentes (PE)","Urbana","26.61","35.49"
"2605202","Escada (PE)","Urbana","79.52","84.96"
"2605301","Exu (PE)","Urbana","35.53","51.53"
"2605400","Feira Nova (PE)","Urbana","64.46","79.30"
"2605459","Fernando de Noronha (PE)","Urbana","100.00","100.00"
"2605509","Ferreiros (PE)","Urbana","64.86","80.16"
"2605608","Flores (PE)","Urbana","39.09","42.24"
"2605707","Floresta (PE)","Urbana","62.87","68.20"
"2605806","Frei Miguelinho (PE)","Urbana","18.22","23.71"
"2605905","Gameleira (PE)","Urbana","69.42","69.88"
"2606002","Garanhuns (PE)","Urbana","87.84","89.14"
"2606101","Glória do Goitá (PE)","Urbana","45.52","53.19"
"2606200","Goiana (PE)","Urbana","61.16","76.71"
"2606309","Granito (PE)","Urbana","26.20","46.36"
"2606408","Gravatá (PE)","Urbana","82.59","89.44"
"2606507","Iati (PE)","Urbana","37.35","42.04"
"2606606","Ibimirim (PE)","Urbana","55.45","55.26"
"2606705","Ibirajuba (PE)","Urbana","32.64","41.68"
"2606804","Igarassu (PE)","Urbana","92.05","92.07"
"2606903","Iguaracy (PE)","Urbana","46.21","51.87"
"2607000","Inajá (PE)","Urbana","48.79","41.71"
"2607109","Ingazeira (PE)","Urbana","46.60","54.63"
"2607208","Ipojuca (PE)","Urbana","68.00","74.06"
"2607307","Ipubi (PE)","Urbana","58.32","61.44"
"2607406","Itacuruba (PE)","Urbana","88.12","84.87"
"2607505","Itaíba (PE)","Urbana","32.59","36.90"
"2607604","Ilha de Itamaracá (PE)","Urbana","81.54","77.65"
"2607653","Itambé (PE)","Urbana","75.25","83.12"
"2607703","Itapetim (PE)","Urbana","51.41","60.70"
"2607752","Itapissuma (PE)","Urbana","81.18","77.08"
"2607802","Itaquitinga (PE)","Urbana","72.10","76.88"
"2607901","Jaboatão dos Guararapes (PE)","Urbana","97.75","97.82"
"2607950","Jaqueira (PE)","Urbana","50.67","61.58"
"2608008","Jataúba (PE)","Urbana","45.23","58.06"
"2608057","Jatobá (PE)","Urbana","41.16","43.56"
"2608107","João Alfredo (PE)","Urbana","38.10","48.86"
"2608206","Joaquim Nabuco (PE)","Urbana","60.39","72.93"
"2608255","Jucati (PE)","Urbana","23.49","26.67"
"2608305","Jupi (PE)","Urbana","46.92","60.97"
"2608404","Jurema (PE)","Urbana","55.56","60.20"
"2608453","Lagoa do Carro (PE)","Urbana","61.69","72.67"
"2608503","Lagoa de Itaenga (PE)","Urbana","76.07","82.86"
"2608602","Lagoa do Ouro (PE)","Urbana","41.43","49.70"
"2608701","Lagoa dos Gatos (PE)","Urbana","46.34","55.34"
"2608750","Lagoa Grande (PE)","Urbana","45.21","45.76"
"2608800","Lajedo (PE)","Urbana","69.95","72.06"
"2608909","Limoeiro (PE)","Urbana","75.30","80.38"
"2609006","Macaparana (PE)","Urbana","60.10","62.00"
"2609105","Machados (PE)","Urbana","55.71","62.18"
"2609154","Manari (PE)","Urbana","17.55","21.11"
"2609204","Maraial (PE)","Urbana","56.62","69.98"
"2609303","Mirandiba (PE)","Urbana","48.58","49.91"
"2609402","Moreno (PE)","Urbana","77.83","88.54"
"2609501","Nazaré da Mata (PE)","Urbana","84.45","88.26"
"2609600","Olinda (PE)","Urbana","98.00","98.03"
"2609709","Orobó (PE)","Urbana","24.86","35.99"
"2609808","Orocó (PE)","Urbana","33.01","35.03"
"2609907","Ouricuri (PE)","Urbana","46.90","50.65"
"2610004","Palmares (PE)","Urbana","77.88","78.77"
"2610103","Palmeirina (PE)","Urbana","50.23","63.23"
"2610202","Panelas (PE)","Urbana","41.94","54.45"
"2610301","Paranatama (PE)","Urbana","15.92","20.37"
"2610400","Parnamirim (PE)","Urbana","37.96","41.42"
"2610509","Passira (PE)","Urbana","42.31","48.71"
"2610608","Paudalho (PE)","Urbana","76.28","70.74"
"2610707","Paulista (PE)","Urbana","100.00","100.00"
"2610806","Pedra (PE)","Urbana","50.72","57.29"
"2610905","Pesqueira (PE)","Urbana","71.02","71.71"
"2611002","Petrolândia (PE)","Urbana","71.74","72.70"
"2611101","Petrolina (PE)","Urbana","76.09","74.57"
"2611200","Poção (PE)","Urbana","56.89","62.16"
"2611309","Pombos (PE)","Urbana","59.86","66.58"
"2611408","Primavera (PE)","Urbana","57.86","63.84"
"2611507","Quipapá (PE)","Urbana","49.15","48.84"
"2611533","Quixaba (PE)","Urbana","29.73","37.02"
"2611606","Recife (PE)","Urbana","100.00","100.00"
"2611705","Riacho das Almas (PE)","Urbana","33.75","45.73"
"2611804","Ribeirão (PE)","Urbana","71.52","76.52"
"2611903","Rio Formoso (PE)","Urbana","40.21","60.37"
"2612000","Sairé (PE)","Urbana","41.38","56.09"
"2612109","Salgadinho (PE)","Urbana","31.53","32.88"
"2612208","Salgueiro (PE)","Urbana","77.35","80.72"
"2612307","Saloá (PE)","Urbana","34.26","50.09"
"2612406","Sanharó (PE)","Urbana","47.94","56.93"
"2612455","Santa Cruz (PE)","Urbana","25.40","32.71"
"2612471","Santa Cruz da Baixa Verde (PE)","Urbana","38.07","44.84"
"2612505","Santa Cruz do Capibaribe (PE)","Urbana","96.91","97.73"
"2612554","Santa Filomena (PE)","Urbana","13.97","16.65"
"2612604","Santa Maria da Boa Vista (PE)","Urbana","37.94","37.72"
"2612703","Santa Maria do Cambucá (PE)","Urbana","19.26","25.15"
"2612802","Santa Terezinha (PE)","Urbana","57.24","62.56"
"2612901","São Benedito do Sul (PE)","Urbana","50.31","51.34"
"2613008","São Bento do Una (PE)","Urbana","51.38","52.40"
"2613107","São Caitano (PE)","Urbana","67.31","76.77"
"2613206","São João (PE)","Urbana","36.18","45.31"
"2613305","São Joaquim do Monte (PE)","Urbana","57.22","68.93"
"2613404","São José da Coroa Grande (PE)","Urbana","68.11","73.91"
"2613503","São José do Belmonte (PE)","Urbana","46.64","49.57"
"2613602","São José do Egito (PE)","Urbana","60.05","65.85"
"2613701","São Lourenço da Mata (PE)","Urbana","92.41","94.05"
"2613800","São Vicente Férrer (PE)","Urbana","55.65","65.89"
"2613909","Serra Talhada (PE)","Urbana","69.95","77.34"
"2614006","Serrita (PE)","Urbana","24.76","34.67"
"2614105","Sertânia (PE)","Urbana","53.85","54.92"
"2614204","Sirinhaém (PE)","Urbana","41.29","53.32"
"2614303","Moreilândia (PE)","Urbana","50.25","61.43"
"2614402","Solidão (PE)","Urbana","23.55","31.88"
"2614501","Surubim (PE)","Urbana","65.85","75.26"
"2614600","Tabira (PE)","Urbana","66.25","74.81"
"2614709","Tacaimbó (PE)","Urbana","45.84","55.68"
"2614808","Tacaratu (PE)","Urbana","42.36","41.65"
"2614857","Tamandaré (PE)","Urbana","66.82","73.23"
"2615003","Taquaritinga do Norte (PE)","Urbana","60.85","72.12"
"2615102","Terezinha (PE)","Urbana","29.84","42.45"
"2615201","Terra Nova (PE)","Urbana","52.79","54.04"
"2615300","Timbaúba (PE)","Urbana","77.38","86.14"
"2615409","Toritama (PE)","Urbana","92.33","95.98"
"2615508","Tracunhaém (PE)","Urbana","76.18","84.02"
"2615607","Trindade (PE)","Urbana","78.41","86.02"
"2615706","Triunfo (PE)","Urbana","43.35","52.94"
"2615805","Tupanatinga (PE)","Urbana","30.86","34.94"
"2615904","Tuparetama (PE)","Urbana","74.76","80.14"
"2616001","Venturosa (PE)","Urbana","59.80","64.43"
"2616100","Verdejante (PE)","Urbana","26.00","29.45"
"2616183","Vertente do Lério (PE)","Urbana","17.67","23.03"
"2616209","Vertentes (PE)","Urbana","42.14","71.02"
"2616308","Vicência (PE)","Urbana","36.44","44.92"
"2616407","Vitória de Santo Antão (PE)","Urbana","84.47","87.27"
"2616506","Xexéu (PE)","Urbana","57.78","65.07"
"2700102","Água Branca (AL)","Urbana","24.09","26.33"
"2700201","Anadia (AL)","Urbana","51.03","51.36"
"2700300","Arapiraca (AL)","Urbana","81.71","84.80"
"2700409","Atalaia (AL)","Urbana","44.26","50.67"
"2700508","Barra de Santo Antônio (AL)","Urbana","84.34","93.06"
"2700607","Barra de São Miguel (AL)","Urbana","82.16","86.10"
"2700706","Batalha (AL)","Urbana","69.75","70.52"
"2700805","Belém (AL)","Urbana","30.80","41.13"
"2700904","Belo Monte (AL)","Urbana","17.97","16.66"
"2701001","Boca da Mata (AL)","Urbana","63.63","67.70"
"2701100","Branquinha (AL)","Urbana","51.99","63.05"
"2701209","Cacimbinhas (AL)","Urbana","44.35","52.99"
"2701308","Cajueiro (AL)","Urbana","74.03","80.77"
"2701357","Campestre (AL)","Urbana","75.93","83.96"
"2701407","Campo Alegre (AL)","Urbana","39.28","43.61"
"2701506","Campo Grande (AL)","Urbana","40.54","46.34"
"2701605","Canapi (AL)","Urbana","23.72","32.10"
"2701704","Capela (AL)","Urbana","65.41","74.08"
"2701803","Carneiros (AL)","Urbana","51.40","56.72"
"2701902","Chã Preta (AL)","Urbana","47.32","62.80"
"2702009","Coité do Nóia (AL)","Urbana","21.00","34.20"
"2702108","Colônia Leopoldina (AL)","Urbana","65.25","76.52"
"2702207","Coqueiro Seco (AL)","Urbana","89.09","89.99"
"2702306","Coruripe (AL)","Urbana","45.45","88.32"
"2702355","Craíbas (AL)","Urbana","31.79","32.37"
"2702405","Delmiro Gouveia (AL)","Urbana","78.06","72.47"
"2702504","Dois Riachos (AL)","Urbana","39.95","46.74"
"2702553","Estrela de Alagoas (AL)","Urbana","19.95","23.36"
"2702603","Feira Grande (AL)","Urbana","16.72","16.05"
"2702702","Feliz Deserto (AL)","Urbana","74.24","80.12"
"2702801","Flexeiras (AL)","Urbana","55.85","65.05"
"2702900","Girau do Ponciano (AL)","Urbana","29.95","30.87"
"2703007","Ibateguara (AL)","Urbana","54.80","61.62"
"2703106","Igaci (AL)","Urbana","23.01","24.55"
"2703205","Igreja Nova (AL)","Urbana","20.67","20.50"
"2703304","Inhapi (AL)","Urbana","33.41","37.43"
"2703403","Jacaré dos Homens (AL)","Urbana","49.41","56.01"
"2703502","Jacuípe (AL)","Urbana","45.73","62.24"
"2703601","Japaratinga (AL)","Urbana","36.56","42.66"
"2703700","Jaramataia (AL)","Urbana","49.88","52.41"
"2703759","Jequiá da Praia (AL)","Urbana","...","23.93"
"2703809","Joaquim Gomes (AL)","Urbana","58.67","64.13"
"2703908","Jundiá (AL)","Urbana","45.90","67.28"
"2704005","Junqueiro (AL)","Urbana","29.19","32.74"
"2704104","Lagoa da Canoa (AL)","Urbana","44.46","50.22"
"2704203","Limoeiro de Anadia (AL)","Urbana","8.68","8.32"
"2704302","Maceió (AL)","Urbana","99.75","99.93"
"2704401","Major Isidoro (AL)","Urbana","48.39","49.25"
"2704500","Maragogi (AL)","Urbana","59.10","64.78"
"2704609","Maravilha (AL)","Urbana","38.39","49.95"
"2704708","Marechal Deodoro (AL)","Urbana","83.19","94.38"
"2704807","Maribondo (AL)","Urbana","66.70","73.27"
"2704906","Mar Vermelho (AL)","Urbana","36.02","44.85"
"2705002","Mata Grande (AL)","Urbana","18.90","22.97"
"2705101","Matriz de Camaragibe (AL)","Urbana","76.04","92.90"
"2705200","Messias (AL)","Urbana","79.67","90.95"
"2705309","Minador do Negrão (AL)","Urbana","35.15","42.69"
"2705408","Monteirópolis (AL)","Urbana","37.17","36.27"
"2705507","Murici (AL)","Urbana","70.87","82.77"
"2705606","Novo Lino (AL)","Urbana","51.48","60.76"
"2705705","Olho d'Água das Flores (AL)","Urbana","66.93","68.69"
"2705804","Olho d'Água do Casado (AL)","Urbana","55.06","47.43"
"2705903","Olho d'Água Grande (AL)","Urbana","22.22","24.27"
"2706000","Olivença (AL)","Urbana","22.87","28.40"
"2706109","Ouro Branco (AL)","Urbana","52.60","63.05"
"2706208","Palestina (AL)","Urbana","66.64","63.32"
"2706307","Palmeira dos Índios (AL)","Urbana","71.93","73.34"
"2706406","Pão de Açúcar (AL)","Urbana","44.38","45.23"
"2706422","Pariconha (AL)","Urbana","23.84","27.24"
"2706448","Paripueira (AL)","Urbana","88.02","88.56"
"2706505","Passo de Camaragibe (AL)","Urbana","41.81","48.96"
"2706604","Paulo Jacinto (AL)","Urbana","62.27","66.09"
"2706703","Penedo (AL)","Urbana","72.89","74.56"
"2706802","Piaçabuçu (AL)","Urbana","60.53","60.66"
"2706901","Pilar (AL)","Urbana","90.27","95.48"
"2707008","Pindoba (AL)","Urbana","45.45","57.12"
"2707107","Piranhas (AL)","Urbana","6.70","57.23"
"2707206","Poço das Trincheiras (AL)","Urbana","11.78","14.73"
"2707305","Porto Calvo (AL)","Urbana","62.56","78.56"
"2707404","Porto de Pedras (AL)","Urbana","50.77","56.92"
"2707503","Porto Real do Colégio (AL)","Urbana","32.47","34.17"
"2707602","Quebrangulo (AL)","Urbana","51.66","56.39"
"2707701","Rio Largo (AL)","Urbana","79.86","81.70"
"2707800","Roteiro (AL)","Urbana","78.41","87.59"
"2707909","Santa Luzia do Norte (AL)","Urbana","85.25","89.57"
"2708006","Santana do Ipanema (AL)","Urbana","57.84","60.50"
"2708105","Santana do Mundaú (AL)","Urbana","53.60","51.62"
"2708204","São Brás (AL)","Urbana","46.12","47.38"
"2708303","São José da Laje (AL)","Urbana","59.42","67.84"
"2708402","São José da Tapera (AL)","Urbana","33.60","38.68"
"2708501","São Luís do Quitunde (AL)","Urbana","59.32","63.52"
"2708600","São Miguel dos Campos (AL)","Urbana","68.75","96.32"
"2708709","São Miguel dos Milagres (AL)","Urbana","29.76","31.56"
"2708808","São Sebastião (AL)","Urbana","32.30","38.45"
"2708907","Satuba (AL)","Urbana","79.45","87.60"
"2708956","Senador Rui Palmeira (AL)","Urbana","28.74","30.23"
"2709004","Tanque d'Arca (AL)","Urbana","32.47","34.96"
"2709103","Taquarana (AL)","Urbana","25.64","38.45"
"2709152","Teotônio Vilela (AL)","Urbana","80.90","84.53"
"2709202","Traipu (AL)","Urbana","30.42","31.23"
"2709301","União dos Palmares (AL)","Urbana","64.60","76.42"
"2709400","Viçosa (AL)","Urbana","67.06","72.08"
"2800100","Amparo de São Francisco (SE)","Urbana","55.22","80.88"
"2800209","Aquidabã (SE)","Urbana","52.59","57.13"
"2800308","Aracaju (SE)","Urbana","100.00","100.00"
"2800407","Arauá (SE)","Urbana","41.15","41.25"
"2800506","Areia Branca (SE)","Urbana","45.93","48.59"
"2800605","Barra dos Coqueiros (SE)","Urbana","85.22","83.62"
"2800670","Boquim (SE)","Urbana","61.91","62.64"
"2800704","Brejo Grande (SE)","Urbana","55.58","51.95"
"2801009","Campo do Brito (SE)","Urbana","45.57","49.73"
"2801108","Canhoba (SE)","Urbana","40.23","37.89"
"2801207","Canindé de São Francisco (SE)","Urbana","52.40","56.97"
"2801306","Capela (SE)","Urbana","60.69","64.18"
"2801405","Carira (SE)","Urbana","53.14","55.82"
"2801504","Carmópolis (SE)","Urbana","81.33","79.36"
"2801603","Cedro de São João (SE)","Urbana","86.46","89.38"
"2801702","Cristinápolis (SE)","Urbana","45.17","50.46"
"2801900","Cumbe (SE)","Urbana","58.42","59.56"
"2802007","Divina Pastora (SE)","Urbana","56.61","48.52"
"2802106","Estância (SE)","Urbana","86.19","85.02"
"2802205","Feira Nova (SE)","Urbana","61.70","67.37"
"2802304","Frei Paulo (SE)","Urbana","52.87","59.20"
"2802403","Gararu (SE)","Urbana","26.30","24.83"
"2802502","General Maynard (SE)","Urbana","65.21","62.92"
"2802601","Gracho Cardoso (SE)","Urbana","46.02","47.88"
"2802700","Ilha das Flores (SE)","Urbana","45.84","65.11"
"2802809","Indiaroba (SE)","Urbana","35.59","35.28"
"2802908","Itabaiana (SE)","Urbana","72.22","77.86"
"2803005","Itabaianinha (SE)","Urbana","43.89","49.88"
"2803104","Itabi (SE)","Urbana","50.99","55.35"
"2803203","Itaporanga d'Ajuda (SE)","Urbana","35.94","39.02"
"2803302","Japaratuba (SE)","Urbana","49.55","46.86"
"2803401","Japoatã (SE)","Urbana","29.69","33.33"
"2803500","Lagarto (SE)","Urbana","48.63","51.51"
"2803609","Laranjeiras (SE)","Urbana","90.04","79.02"
"2803708","Macambira (SE)","Urbana","37.33","47.85"
"2803807","Malhada dos Bois (SE)","Urbana","41.49","46.30"
"2803906","Malhador (SE)","Urbana","42.39","46.72"
"2804003","Maruim (SE)","Urbana","75.49","73.68"
"2804102","Moita Bonita (SE)","Urbana","33.77","41.81"
"2804201","Monte Alegre de Sergipe (SE)","Urbana","55.82","59.02"
"2804300","Muribeca (SE)","Urbana","38.91","44.77"
"2804409","Neópolis (SE)","Urbana","56.48","56.83"
"2804458","Nossa Senhora Aparecida (SE)","Urbana","28.71","40.61"
"2804508","Nossa Senhora da Glória (SE)","Urbana","63.68","66.52"
"2804607","Nossa Senhora das Dores (SE)","Urbana","60.93","65.20"
"2804706","Nossa Senhora de Lourdes (SE)","Urbana","49.23","52.76"
"2804805","Nossa Senhora do Socorro (SE)","Urbana","99.70","96.89"
"2804904","Pacatuba (SE)","Urbana","21.96","20.46"
"2805000","Pedra Mole (SE)","Urbana","41.83","40.25"
"2805109","Pedrinhas (SE)","Urbana","68.08","73.26"
"2805208","Pinhão (SE)","Urbana","59.74","55.57"
"2805307","Pirambu (SE)","Urbana","57.17","58.62"
"2805406","Poço Redondo (SE)","Urbana","24.44","27.65"
"2805505","Poço Verde (SE)","Urbana","52.56","56.01"
"2805604","Porto da Folha (SE)","Urbana","33.95","36.67"
"2805703","Propriá (SE)","Urbana","86.06","85.73"
"2805802","Riachão do Dantas (SE)","Urbana","22.24","25.13"
"2805901","Riachuelo (SE)","Urbana","80.45","83.97"
"2806008","Ribeirópolis (SE)","Urbana","65.39","69.46"
"2806107","Rosário do Catete (SE)","Urbana","79.64","70.59"
"2806206","Salgado (SE)","Urbana","26.40","34.57"
"2806305","Santa Luzia do Itanhy (SE)","Urbana","18.53","22.48"
"2806404","Santana do São Francisco (SE)","Urbana","66.03","64.27"
"2806503","Santa Rosa de Lima (SE)","Urbana","54.52","57.00"
"2806602","Santo Amaro das Brotas (SE)","Urbana","75.75","71.96"
"2806701","São Cristóvão (SE)","Urbana","97.63","84.53"
"2806800","São Domingos (SE)","Urbana","42.16","50.11"
"2806909","São Francisco (SE)","Urbana","85.55","70.11"
"2807006","São Miguel do Aleixo (SE)","Urbana","42.91","47.24"
"2807105","Simão Dias (SE)","Urbana","45.68","52.78"
"2807204","Siriri (SE)","Urbana","39.43","39.74"
"2807303","Telha (SE)","Urbana","40.30","38.11"
"2807402","Tobias Barreto (SE)","Urbana","63.70","67.09"
"2807501","Tomar do Geru (SE)","Urbana","32.20","37.43"
"2807600","Umbaúba (SE)","Urbana","56.91","62.06"
"2900108","Abaíra (BA)","Urbana","39.25","44.93"
"2900207","Abaré (BA)","Urbana","40.50","52.91"
"2900306","Acajutiba (BA)","Urbana","85.07","87.18"
"2900355","Adustina (BA)","Urbana","31.35","35.49"
"2900405","Água Fria (BA)","Urbana","29.38","36.72"
"2900504","Érico Cardoso (BA)","Urbana","10.87","18.57"
"2900603","Aiquara (BA)","Urbana","51.29","58.24"
"2900702","Alagoinhas (BA)","Urbana","86.43","87.38"
"2900801","Alcobaça (BA)","Urbana","35.63","52.11"
"2900900","Almadina (BA)","Urbana","68.89","79.91"
"2901007","Amargosa (BA)","Urbana","67.13","72.46"
"2901106","Amélia Rodrigues (BA)","Urbana","78.82","79.23"
"2901155","América Dourada (BA)","Urbana","63.59","67.87"
"2901205","Anagé (BA)","Urbana","13.55","19.30"
"2901304","Andaraí (BA)","Urbana","51.61","55.68"
"2901353","Andorinha (BA)","Urbana","27.48","43.07"
"2901403","Angical (BA)","Urbana","41.05","46.41"
"2901502","Anguera (BA)","Urbana","39.12","42.24"
"2901601","Antas (BA)","Urbana","35.66","37.25"
"2901700","Antônio Cardoso (BA)","Urbana","19.93","27.91"
"2901809","Antônio Gonçalves (BA)","Urbana","54.14","52.50"
"2901908","Aporá (BA)","Urbana","39.04","47.97"
"2901957","Apuarema (BA)","Urbana","58.87","68.60"
"2902005","Aracatu (BA)","Urbana","20.57","28.65"
"2902054","Araçás (BA)","Urbana","48.44","50.23"
"2902104","Araci (BA)","Urbana","34.02","38.02"
"2902203","Aramari (BA)","Urbana","46.35","51.07"
"2902252","Arataca (BA)","Urbana","48.88","53.77"
"2902302","Aratuípe (BA)","Urbana","57.12","64.11"
"2902401","Aurelino Leal (BA)","Urbana","81.29","84.05"
"2902500","Baianópolis (BA)","Urbana","22.39","25.14"
"2902609","Baixa Grande (BA)","Urbana","34.86","41.57"
"2902658","Banzaê (BA)","Urbana","30.60","34.21"
"2902708","Barra (BA)","Urbana","44.43","45.51"
"2902807","Barra da Estiva (BA)","Urbana","36.55","49.11"
"2902906","Barra do Choça (BA)","Urbana","43.41","64.41"
"2903003","Barra do Mendes (BA)","Urbana","40.99","44.73"
"2903102","Barra do Rocha (BA)","Urbana","42.42","60.29"
"2903201","Barreiras (BA)","Urbana","87.82","90.04"
"2903235","Barro Alto (BA)","Urbana","42.78","49.31"
"2903276","Barrocas (BA)","Urbana","...","40.13"
"2903300","Barro Preto (BA)","Urbana","59.97","82.05"
"2903409","Belmonte (BA)","Urbana","53.94","52.39"
"2903508","Belo Campo (BA)","Urbana","45.78","56.36"
"2903607","Biritinga (BA)","Urbana","16.03","23.71"
"2903706","Boa Nova (BA)","Urbana","22.34","37.66"
"2903805","Boa Vista do Tupim (BA)","Urbana","31.73","36.65"
